title	content
학교 여자화장실에 몰카 설치한 선생들	제정신 아닌듯... 제자들한테 그러고 싶나
남녀가 서로의 권리를 위해	노력해주면 좋겠다... 남자들은 성범죄에 대해 더 강한 목소리를 내고... 여자들은 병역의무에 대한 남자들의 희생에 공감하고 참여하려고 하고.. 에타 핫게에 올라오는 것만 확인하는데 각자 누가 더 피해받고 사는지 대결하는 것도 아니고
문대 도서관 책상 밑에 껌 붙이고 간 사람 보세요	다 같이 쓰는 책상에 이게 뭐하는 짓입니까 다리 움직이다 갑자기 바지가 책상에 붙어서 발견했네요. 같은 학우라는게 창피합니다. 만약 게시물 보셨다면 내일까지 당장 떼주세요
고려대의 배신	네? 연고전이라구요?
2020년 정기 고연전 취소	2020 정기 연고전 취소 안내 (고려대 주최이므로 명칭은 연고전)
[Web 발신] 안녕하세요?	수강희망과목 결과에 오류가 있ㅅ브니다
팩트) 수신 된 것 중에 지금 안 뜨는 것들 있음	소감에 뜬거 과목바이과목임  마감 직전 여유자리 120자리 남은 교양 넣었던 것도 수강소감에 안 떴음. 경쟁뚫고 뜬 과목도 있긴하다만 과목 바이 과목인듯  쫄지말고 내일 확인하는게 맞다
무슨무슨법 벌레짤 올린 관종새끼	수강신청 2초전에 마우스 위 손등에 저 벌레 올라오길 바란다면 개추! >_<
8:2년생 메지영	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
교회 유튭 댓글	실화냐?
자꾸 사이비라 그러면서 선 그을려는 것도 별로다	교회 안 좋은 뉴스에 뭐만하면 쟤네 사이비임 일반적인 신도들은 안 그래요!! 뭐 이러는 댓글들 많잖아 근데 솔직히 그런 것도 별로 좋게 보이진 않는다 쟤네는 사실 우리랑 다른 족속이다하면서 관계성 부인하는 느낌..? 그 집단 내에서 가치관을 공유하는 사람들인데도 그렇게 눈 가리고 아웅하는 느낌이야 잘못이 이렇게 여실히 드러난다는 건 그 집단 자체에도 어딘가 문제가 있다는 뜻인데 그건 인정하기 싫어서 선 긋는 느낌  자기가 다니는 교회는 괜찮다! 로 끝나지말고 다른 '이단' 교회도 어떻게 좀 해야되는 거 아니야? 코로나 시국 내내 큰 축 차지하던 종교시설 감염이 정치집회 한번 하겠다고 이렇게 심해지는데 눈닫고 귀닫고 사이비다~~~이러고 가만히 있는 것도 참
교회 대응 이해 안되는 점	어떤 단체가 욕을 먹는데 같은 스탠스를 공유하는 단체가 비판에서 자유로울 수 있을 거 같음? 이단 사이비라고 선 긋기 이전에 교회 내부적으로 서로 조심하자는 목소리가 나와서 자중하는게 올바른 모습 아니냐? 교회는 각 교회마다 방책이 다르다~ 잘못된 행태를 보이는 건 이단인 교회다~ 선
교회극혐하는이유	전여친이 교회에서 바람남 씨발년
인간이라고 해서 같은 인간이 아니다	이번 코로나를 겪으면서  마스크에 대한 개념조차 이해하지 못하는 사람들이 많다는 사실과  국가 보건 위에 그 같잖은 신념이 위치한다고 믿는 사람들이 이웃들의 건강을 위협하는 일들을 보며  같은 인간으로 태어나긴 했지만 도저히 인간 취급을 할 수 없는 사람들이 많다는 것을 느꼈다  바이러스가 아닌 무식의 창궐이다
현 시점 재평가	“종교는 인민의 아편이다.”
벌 잡았어요...	꿀 주고 창 밖으로 던지렵니다 혐주의! 사진은 뒤에 있어요
의대정원은진짜 ㅋㅋ	이번정권 이해가안간다. 누가 저 폭주를 막냐
기독굔데 걍 요즘 개빡침	울교회는 아예 오지말라하거든 인터넷으로 보라고 근데 애초에 우리 교회가 잘 지킨다고 해서 될 문제가 아니야ㅋㅋㅋ 여기저기 지들 맘대로 노인정서 장기두듯 모여서 입털다 감염되고 또 그런 사람들이 싸돌아댕기다 또 옮기고 사람들 기독교 싫어하게되는게 당연하다고 근데 또 나나 주변 기독교인들은
'왜 교회가지고만 그래'라고 하지마라	기독교 교회 앞으로 '왜 교회가지고만 그래'라고 하지마라 욕나오네 시바꺼 문자 오는 확진자가 전부 교회간 사람이야 이 시국에 집회를 간다는 사실도 놀랍다 놀라워
전광훈 확진ㅋㅋㅋㅋㅋㅋㅋㅋ	개웃기넼ㅋㅋㅋㅋㅋㅋ
하나님 친구가 까불어요ㅠㅠ	하나님 친구라는데 얼른좀 데려가줘요ㅠ
전광훈 양심이 있으면 치료거부해라	정부에서 무슨 위해를 가할지 모르잖아^^ 집에서 혼자 기도로 이겨내시라고
현재 심경..jpg	ㄹㅇ
무서워요	미래는 너무 빨리 다가오고 주변에서 다들 얄미울 정도로 열심히 잘 살고 있는데 나만 아닌 것 같다. 게으른 편 아닌데 하고 싶은 게 없다 보니까 암것도 안하게 돼요.. 이제는 무엇을 좋아하는 지도 모르겠고.. 인생 선배님들은 이런 기분 어떻게 극복했나요?? ㅠㅠㅠ
서로 너무 좋아서 미치는 연애 하고 싶다	나는 누굴 좋아하면 그쪽한테 정말 미칠 수 있는데 그쪽에서 나한테 미칠 거라는 생각이 안 들어 대신 나한테 미치는 사람을 내가 좋아할까 생각하면 그것도 아니네 쌍방이라는 건 정말 행운이구나 싶다
지방인재에 이어서 지방수강신청우대;;;	이러다 곧 수도권 바뀔듯
이 나라는 국민권익위원회 설문조사도 조작하려고 하냐	의대 정원 관련 국민권익위원회 설문조사에 우호적인 답변 달라고 남원 시장한테서 공문 내려왔다 그러네 ㅋㅋㅋㅋㅋ 여론 조작 무엇 살다살다 별일을 다 보네
.	현 상황 물론 나 포함
답변 달다가 힘들어서 그냥 인터넷 속도 관련 정리 올립니다	핑 얘기 나왔을 때 부터 쭉 관련 글들 관찰하던 사람입니다. 저도 피시방을 못 가는 사태가 생기면서, 인터넷 속도 측정 및 빠름의 척도가 궁금해져 관찰 및 자료 서치를 해보고 남겨보는 글입니다. 참고로 전 인터넷 전문가가 아닌 그냥 학부생입니다. 의견들과 답변들과 자료들을 모아서 정리해
갑자기 코로나 전 일상생활이 너무 그리워진다	다 같이 방방 뛰던 축제도.. 학기 중 날씨 좋으면 사람 우글우글 거리던 캠퍼스도.. 시험기간 되면 자리 꽉꽉 차던 백기 도.. 사람 많은 한강공원도, 꽉 찬 영화관도, 런닝머신도 띄어쓰지 않고 다닥다닥 붙어 달리던 헬스장도, 갑자기 먼 옛날 기억처럼 옅어지기도 하고 다시 이런 생활이
우리 이제부터 속도물어보면 먹금하자~~~!	제발 에타글쓸시간에 자기가 찾아보자~~ 핫게에도 정리 잘해놨고 댓글달린글 하나만들어가도 알겠다 핑속도같은건 네이버 한번만 검색해도 나온다~~ 처음한둘이어야지 핑프도아니고 지금 몇명이 도배하고있냐 우리 자기 속도 캡쳐해서 올리고 괜찮나요ㅠㅠ 하면 댓글달아주지말자~~~!!!
지금 여행 취소하고 손해 ㅈㄴ 본 내가 자랑스러워	그래 돈이야 뭐 다시 벌면 되지...? 이게 나 자신을 내 주변 시람들 위한 최선의 선택이겠지...?
쾌적하댔잖아! 쾌적하댔잖아!	ㅡㅡ
자자 여러분 이럴때일수록	침착하시고 롤이나 한판 땡기고 옵시다
끌올	
Something went wrong	무언가 잘못됐다
??? : 쾌적한 서버를 위해 다중탭 막겠다	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이러니 개콘이 망하지
안녕하세요?	2학년 수강신청 중 트래픽 과다로 인해 서버에 문제가 생겨 16시로 미루겠ㅅ습ㅂㄴ다
올클개꿀	갔다올게
하나도 못 담은 인간이 있냐?ㅋㅋㅋㅋ	ㅅㅂ
얘들아	무승부로 하지 않을래?
전화하니까	서버다운된거 아니라고 다시해보라고하네 미친련들
걍 전화로 수신하는게 낫겠다	어? 한명씩 이 새끼들아
진지하게 이거 고소 되지않냐	걍 ㅅㅂ 고소하고싶은데
(공지) 수강신청자 간 거리두기 중 입니다	대략 10분 간격으로 랜덤 입장 실시합니다. 고 려 대 학 교
다시 해야된다	무조건 무효로 하고 다시해야된다
수강신청 패치에 대해	이번 수강신청 페이지 패치는 의도된 것입니다. 페이지가 열리는 시간이 무작위로 바뀌면서 이제 손이 빠른 학생들에게 조금 더 까다로운 선택지가 요구될 것입니다
앗, 이런!	시발
담은걸인정한다니지랄났다진짜	무슨 뇌를 가져야 결과가 그렇게 나오는거냐
진짜 억울하다	다시하면 뭐해 다 마감이라 잡을것도 없는데 잡은애들 기분은 좋겠지만 제발 좀 조용히좀해 나는 광클 안했니? 진짜 존나 현타오네
리셋 다시 검토할거면	긴급공지때 일단 여태 된건 인정한다고 하지를 말지.. 돤사람들은 그냥 암것도모르고 잘거아냐 지금;;
진짜	2020년은 최고의 한해다 가슴이 웅장해지네
혼틈 레게노..	ㄷㄷㄷㄷ
하필 2시에 재개하는 이유	교직원들 점심 먹고와서 재개한다는게 학예회의 전설
아니 롤백은 좋은데	시발 취소한건 왜 안돌려줌?? 아까 풀렸을때 다른거 담을라고 취소하고 다른거 담았는데 취소한거 안돌려주는데 이게 맞는거냐? ㅈㄴ어이없네
수강신청	아 진짜 개빡치네 롤백하는 건 좋아 근데 미리 알려주던가 한시간 동안 컴퓨터 붙잡고 있던 사람들은 뭐가 되냐 알바 늦어서 택시 타고 갔는데 대체 뭐 때문에 공지를 늦게 하는 거? 롤백 될거면 미리 말해줘서 사람들 시간이라도 아끼게 하던가 학생들 시간은 똥이냐 니네는 금이고
실시간 고머	뉴스에 떴음^^:;;
갑자기 그라데이션 분노 오는데	남의 학교 수강신청 서버를 왜 공격하고 난리임.. 할짓이 그렇게 없나
저번에는 16만, 이번에는 9만	숫자는 줄어들어도 같은 디도스 공격인건 맞지 않나? 다만 차이점은 학교가 디도스 방지 프로그램을 작동시켜서인지, 규모 자체가 줄어서인지 튕김이 오래가진 않았지만... 원인 자체는 같은데 규모 차이로 롤백 여부를 달리하는건 아니라고 봄. 피해자 수가 적어졌다고 구제 안 해도 되는
이번 디도스 공격(200% 뇌피셜)	지금 공격당했다고 뉴스 뜬게 중앙대하고 고려대 둘뿐인데 공교롭게도 두 학교 모두 사이버안보 관련 학과가 있는걸 보니 두 학교의 보안 수준을 시험해보려 하는 북한이나 중국의 사이버전사들의 소행이라고 의심됩니다
아니 근데 당연히 롤백 아니냐??	00분부터 02분부터 다운이면 사실 저때 수강신청 끝나는건데 그시간대 다운이면 말다한거아니냐고.. 너무 당연한건데. 이전꺼 롤백한 이상 이번꺼도 롤백할 수밖에 없지;; 금방 풀렷으니 대기해야된다는 사람 > 수강신청은 일정 시간에 정확하게 시작하고 그거를 전제로 선착순임. 랜덤으로 풀리는 다운을 기다려서 하는게 낮는건 아니지
그러니까	10시가 싸국 교수 시범, 2시가 학생 실습인 거지?
전화해봄	초반 1~2분만 서버에 문제가 있었고 그 후로는 정상적으로 진행됐다. 추가적인 공지는 아직 없고 그냥 이대로 진행된다고 생각해주시면 감사하겠다~
핫게 게시글처럼	롤백은 하는 게 맞다고 생각해요. 이번 2시 수신에서도 디도스 공격이 있었던 것은 사실이고, 시작 후 2분동안 서버가 다운된 것도 사실이잖아요? 그 후에 공격을 막아서 풀렸다고 하더라고 그 2분 다운된 시간동안 수신에 실패한 사람들도 분명 있어요. 그럼 아까랑 상황이 똑같고
해커도 양심은 있네	졸업 앞둔 4학년들 신청일에는 디도스 안했자너ㅋㅋ
2시에 다같이 막혓으니까 ㄱㅊ다는 논리은 뭐냐	생각을 해... 이전 롤백도 당연히 다같이 막혓고. 이번에 다같이 막혓다가 풀리는 시간이 일정하지않앗을 수도 잇고 일정햇다고 하더라도 그 시간대는 아무도 알 수 없는 상태엿지. 즉 정해진 시간에 전략을 짜서 수강신청을 하는 것과는 전혀 다른 상황이 벌어진건데 이게 왜 괜찮은거야?????????? 그냥 잘된사람많으니까 그냥 가자고해... 무슨 논리를 가지고 와도 이말 말고는 다 롤백을 하는게 맞다는 쪽으로 가니까
에타 할 시간에 수강신청 했어야지..	2분 다같이 기다리는 거고 클릭질 몇번더하니까 되드만 롤백하자는게 정상사고로 가능한지 모르겠다ㅠㅠ
수강신청을 또 다시하는게 과연 옳을까?	다음번에 또 공격이 들어올지도 모르는 일이고  1학년 수신때도 똑같은일 벌어지면  훨씬 답없는거잖아  그렇다고 오늘 안에 디도스 공격을 완벽히 막을 방안이 나오는것도 아닐것같은데
10시에 몇개 성공했는데	잤다가 3시에 일어나니까 다날라가있고 인원 남은 강의가 없네
2학년 코로나 예방 교육 수강시 3학점 이수로 쇼부보자	ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ
아까 그 속보 글 글쓴이임	학교차원에선 결정된 거 없고 중비대위에서 롤백 결정하고 학교측에 전달했다까지는 팩트임. 보자마자 놀라서 올린거라 오해 만들어냈다면 미안 근데 또 롤백...?
02-3290-4176 전화 결과	논의 마무리 중이고 곧 공지 올라갈 예정. 롤백 가능성 있느냐는 질문엔 가능한 옵션이긴 하나 아직 결정된 바는 없다함 (방금 통화끝냄)
중비대위 의견수합 ㅇㅈㄹ하고 있네	눈 뜨고 에타 좀만 보면 롤백 어렵다는게 여론인데 뭔 의견 수합 후에 학교측에 전달해 ㅋㅋ ㅈㄹ 떠네
왜 자꾸 번복하고 어중간하게 대처하냐고	우리는 시간이 남아돌고 힘이 남아도는줄 알아?
좀 작작 번복하자;;	ㅈㄴ 피곤해 이미 시간표 다 짜놨다고;;완벽한 시간표는 아니어도 걍 받아들였는데 이제 와서 처음부터 다시 짜라고? 장난하나
롤백 해야지	난 억울해 ㅠ
당연히 롤백이 맞지않음??	일단 나는 어제 수강신청끝남 10시,2시 둘다 디도스공격 받았는데 2시 롤백은 안된다는건 그냥 자기들 수강신청잘해서 그소리하는거아님??
난 솔직히 시간표 망은 아니고 그냥 그런데	몇개는 잡았고 몇개는 못잡았고 이럼ㅇㅇ 근데 그냥 힘들어서 그만하고싶음ㅋㅋㅋㅋㅋㅋㅋㅋ
